GRB	targetID
070724B	00020055
070729	00286373
070802	00286809
070808	00287260
070809	00287344
070810A	00287364
070911	00290624
070913	00290843
070917	00291292
070920B	00291728
070925	00020056
071003	00292934
071008	00293587
071010A	00293707
071010B	00293795
071011	00293924
071020	00294835
071021	00294974
071025	00295301
071028A	00295527
071028B	00295492
071031	00295670
071101	00295779
071104	00020058
071112C	00296504
071117	00296805
071118	00296856
071122	00297114
071227	00299787
080120	00020060
080123	00301578
080129	00301981
080130	00020062
080205	00302506
080207	00302728
080210	00302888
080212	00303105
080218B	00303631
080229A	00304379
080229B	00020064
080303	00304549
080307	00305011
080310	00305288
080319A	00306754
080319B	00306757
080319C	00306778
080319D	00306793
080320	00306858
080325	00307604
080328	00307931
080330	00308041
080405	00020065
080409	00308812
080411	00309010
080413A	00309096
080413B	00309111
080426	00310219
080430	00310613
080503	00310785
080506	00311159
080507	00020068
080514B	00020069
080515	00311658
080516	00311762
080517	00311874
080520	00312047
080523	00312242
080602	00312958
080603A	00020074
080603B	00313087
080604	00313116
080605	00313299
080607	00313417
080613A	00020075
080613B	00313954
080623	00315080
080625	00020076
080701	00315615
080702A	00315710
080702B	00020077
080703	00315819
080707	00316204
080710	00316534
080714	00316910
080721	00317508
080723A	00317662
080723B	00020079
080727A	00318094
080727B	00318101
080727C	00318170
080802	00318832
080804	00319016
080805	00319036
080810	00319584
080825B	00020080
080828	00020081
080903	00323542
080905A	00323870
080905B	00323898
080906	00323984
080913	00324561
080915A	00324744
080916A	00324895
080916B	00324907
080916C	00020082
080919	00325268
080928	00326115
081001	00020084
081003A	00020085
081007	00330856
081008	00331093
081011	00331332
081012	00331475
081016A	00020087
081016B	00331856
081024A	00332516
081025	00020089
081028	00332851
081029	00332931
081102	00333427
081104	00333666
081105	00333811
081109	00334112
081118	00334877
081121	00335105
081126	00335647
081127	00335715
081128	00335895
081203A	00336489
081203B	00020091
081204	00020092
081210	00337073
081211	00337115
081211B	00020093
081221	00337889
081222	00337914
081224	00020094
081226A	00338177
081228	00338338
081230	00338633
090102	00338895
090107B	00020096
090111	00339696
090113	00339852
090117	00020097
090118	00020098
090123	00340895
090126A	00020099
090201	00341749
090205	00342121
090306B	00020101
090307	00345551
090308	00345777
090309	00345945
090313	00346386
090323	00020102
090328A	00020103
090401B	00348152
090404	00348428
090407	00348650
090417B	00349450
090418A	00349510
090419	00349592
090422	00349931
090423	00350184
090424	00350311
090426	00350479
090429A	00350853
090429B	00350854
090510	00351588
090515	00352108
090516	00352190
090518	00352420
090519	00352648
090529	00353540
090530	00353567
090531A	00353627
090531B	00353728
090607	00354299
090618	00355083
090621A	00355303
090621B	00355359
090625B	00020105
090628	00355942
090702	00020106
090709A	00356890
090715B	00357512
090720	00357811
090726	00358422
090727	00358520
090728	00358574
090807	00359378
090809	00359530
090812	00359711
090813	00359884
090814A	00359951
090814B	00020107
090817	00020108
090823	00020109
090827	00020110
090831C	00361489
090902B	00020111
090904A	00361830
090904B	00361831
090912	00362633
090915	00020112
090926A	00020113
090926B	00370791
090927	00370846
090929B	00371050
091003	00020115
091010	00020116
091018	00373172
091020	00373458
091024	00373674
091026	00373871
091029	00374210
091102	00374598
091104	00374875
091109A	00375246
091109B	00375409
091111	00020120
091127	00377179
091130B	00377487
091202	00020123
091208B	00378559
091221	00380311
091230	00020124
100103A	00020125
100111A	00382399
100115A	00020126
100117A	00382941
100205A	00411248
100206A	00411412
100212A	00412081
100213A	00412217
100213B	00412220
100219A	00412982
100302A	00414592
100305A	00414905
100316A	00416076
100316B	00416103
100316C	00416115
100316D	00416135
100331B	00020132
100413A	00419404
100414A	00020136
100418A	00419797
100420A	00419932
100424A	00420367
100425A	00420398
100504A	00421124
100508A	00421386
100513A	00421814
100514A	00421962
100518A	00020138
100522A	00422783
100526A	00423181
100526B	00423184
100528A	00020139
100606A	00424031
100614A	00424716
100615A	00424733
100619A	00424998
100621A	00425151
100625A	00425647
100628A	00426114
100702A	00426438
100704A	00426722
100713A	00020143
100724A	00429868
100724B	00020144
100725A	00429954
100725B	00429969
100727A	00430094
100728A	00430151
100728B	00430172
100802A	00430603
100805A	00430957
100807A	00431128
100814A	00431605
100816A	00431764
100823A	00432420
100901A	00433065
100902A	00433160
100905A	00433442
100906A	00433509
100909A	00020147
100915A	00434178
101008A	00435903
101011A	00436094
101017A	00436429
101023A	00436981
101024A	00437016
101030A	00437408
101112A	00020149
101114A	00020150
101117B	00438675
101201A	00020152
101204A	00020153
101213A	00440285
101219A	00440606
101219B	00440635
101224A	00440955
101225A	00441015
110102A	00441454
110106A	00441664
110106B	00441676
110107A	00020154
110112A	00442039
110119A	00442978
110128A	00443861
110201A	00444230
110205A	00444643
110206A	00020156
110208A	00445038
110210A	00445141
110213A	00445414
110213B	00020157
110223A	00446674
110223B	00446677
110305A	00448229
110312A	00449074
110315A	00449399
110318B	00449549
110319A	00449578
110319B	00020158
110402A	00450545
110407A	00450884
110411A	00451165
110414A	00451343
110420A	00451757
110422A	00451901
110428A	00020161
110503A	00452685
110520A	00453747
110521A	00453788
110530A	00454473
110604A	00020162
110610A	00455155
110625A	00456073
110708A	00020164
110709A	00456939
110709B	00456967
110715A	00457330
110719A	00457553
110721A	00020167
110726A	00458059
110731A	00458448
110801A	00458521
110802A	00020175
110808A	00458918
110818A	00500914
110820A	00501095
110903A	00020184
110915A	00503219
110915B	00020185
110918A	00020186
110921A	00503652
110928A	00504215
111008A	00505054
111016A	00505646
111018A	00505801
111020A	00505926
111022A	00506070
111022B	00506074
111029A	00506519
111103B	00506903
111107A	00507185
111109A	00507342
111117A	00507901
111121A	00508161
111123A	00508319
111129A	00508712
111201A	00020188
111204A	00509018
111205A	00020189
111208A	00020190
111209A	00509336
111210A	00509419
111211A	00020192
111212A	00509543
111215A	00509717
111215B	00020193
111222A	00020194
111225A	00510341
111228A	00510649
111229A	00510736
120102A	00510922
120106A	00511235
120107A	00020196
120116A	00511866
120118B	00512003
120119A	00512035
120121A	00512164
120202A	00020206
120211A	00514586
120212A	00514709
120213A	00514767
120215A	00515015
120219A	00515375
120224A	00515976
120302A	00020214
120305A	00516997
120308A	00517234
120311A	00517469
120311B	00517489
120312A	00517566
120320A	00518200
120324A	00518507
120326A	00518626
120327A	00518731
120328A	00518792
120401A	00519043
120403B	00519256
120404A	00519380
120419A	00020215
120422A	00520658
120514A	00522197
120521A	00522578
120521B	00522586
120521C	00522656
120612A	00524128
120624B	00525068
120630A	00525451
120701A	00525477
120703A	00525671
120711A	00020223
120711B	00526270
120712A	00526351
120714A	00526593
120716A	00020225
120722A	00528195
120724A	00528443
120728A	00529021
120729A	00529095
120802A	00529486
120803A	00529582
120803B	00529606
120804A	00529686
120805A	00530031
120807A	00530267
120811A	00530581
120811C	00530689
120815A	00531003
120816A	00531223
120817A	00531267
120819A	00531428
120907A	00532871
120909A	00533060
120911A	00533268
120922A	00534394
120923A	00534402
120927A	00534815
121001A	00535026
121011A	00535764
121017A	00536172
121024A	00536580
121025A	00032609
121027A	00536831
121028A	00536897
121031A	00537195
121102A	00537266
121108A	00537921
121117A	00538696
121123A	00539358
121125A	00539563
121128A	00539866
121201A	00540178
121202A	00540255
121209A	00540964
121211A	00541200
121212A	00541371
121217A	00542441
121226A	00544027
121229A	00544347
130102A	00544784
130122A	00546731
130131A	00547407
130131B	00547420
130206A	00547918
130211A	00548276
130305A	00020234
130306A	00550457
130310	00020236
130313A	00550906
130315A	00551126
130325A	00020245
130327A	00552063
130327B	00020249
130407A	00020261
130408A	00553132
130418A	00553847
130420A	00553977
130420B	00553996
130427A	00554620
130427B	00554635
130502A	00554996
130502B	00020266
130504A	00555096
130504C	00020267
130505A	00555163
130505B	00020269
130508A	00555413
130511A	00555600
130513A	00020274
130514A	00555821
130514B	00020275
130515A	00555880
130518A	00020277
130527A	00556753
130528A	00556870
130529A	00556930
130603A	00557274
130603B	00557310
130604A	00557354
130605A	00557508
130606A	00557589
130606B	00020283
130608A	00557771
130609A	00557782
130609B	00557828
130610A	00557845
130612A	00557976
130615A	00558271
130623A	00020284
130625A	00558982
130627A	00559132
130627B	00559139
130701A	00559482
130702A	00032876
130716A	00561974
130719A	00562625
130722A	00563213
130725A	00563980
130725B	00564028
130727A	00564342
130803A	00565263
130806A	00565562
130807A	00565651
130812A	00566228
130816A	00566545
130816B	00566561
130822A	00567163
130828A	00020289
130831A	00568849
130831B	00568855
130903A	00020294
130907A	00569992
130912A	00570465
130925A	00571830
130929A	00572308
131002A	00572721
131002B	00572742
131004A	00573190
131011A	00020298
131014A	00020300
131018A	00574935
131018B	00020308
131024A	00575707
131024B	00575754
131029A	00020310
131030A	00576238
131031A	00020317
131103A	00576562
131105A	00576738
131108A	00020319
131117A	00577968
131122A	00020328
131127A	00579571
131128A	00579683
131202A	00579982
131205A	00580267
131209A	00020330
131227A	00582184
131229A	00582374
131231A	00020336
140102A	00582760
140103A	00582773
140104B	00020337
140108A	00583338
140110A	00020344
140114A	00583861
140129A	00585128
140129B	00585149
140206A	00585834
140209A	00586071
140211A	00586289
140213A	00586569
140215A	00586680
140219A	00020355
140221A	00020359
140226A	00033157
140301A	00589590
140302A	00589685
140304A	00590206
140311A	00591390
140311B	00591392
140318A	00592204
140320A	00592544
140320B	00020370
140320C	00020371
140323A	00592916
140331A	00594081
140408A	00595141
140412A	00595608
140413A	00595616
140419A	00596426
140423A	00596901
140428A	00597519
140430A	00597722
140502A	00597841
140506A	00598284
140508A	00020376
140509A	00598497
140512A	00598819
140515A	00599037
140516A	00599188
140518A	00599287
140523A	00020378
140529A	00020383
140606B	00020384
140610A	00601259
140611A	00020385
140614A	00601646
140614B	00601662
140619A	00602080
140619B	00020386
140620A	00020387
140622A	00602278
140623A	00020388
140626A	00602604
140628A	00602803
140629A	00602884
140703A	00603243
140706A	00603587
140709A	00603810
140709B	00603866
140710A	00603954
140713A	00604232
140716A	00020390
140719A	00605612
140723A	00020393
140729A	00020398
140730A	00607742
140801A	00020402
140808A	00020403
140815A	00020406
140817A	00609736
140818A	00020408
140818B	00609885
140824A	00610501
140903A	00611599
140907A	00611933
140909A	00020417
140916A	00612804
140919A	00613160
140927A	00613775
140928A	00020418
140930B	00614094
141004A	00614390
141005A	00614415
141015A	00615399
141017A	00615672
141020A	00615873
141022A	00616061
141026A	00616502
141028A	00020420
141029A	00020429
141031A	00617110
141031B	00617149
141104A	00020434
141109A	00618024
141109B	00618032
141121A	00619182
141130A	00620090
141202A	00020437
141207A	00020446
141212A	00621229
141212B	00621234
141215A	00020451
141220A	00621915
141221A	00622006
141225A	00622476
141229A	00020456
150101A	00623158
150101B	00020464
150103A	00623368
150110B	00624606
150110C	00020466
150120A	00627137
150120B	00627170
150123A	00020471
150201A	00629302
150202A	00629547
150202B	00020475
150203A	00629578
150204A	00020477
150206A	00630019
150210A	00020479
150211A	00630714
150212A	00630876
150213B	00631051
150219A	00020483
150220A	00020484
150222A	00632180
150301A	00632995
150301B	00633180
150302A	00633237
150305A	00033663
150309A	00634200
150314A	00634795
150317A	00635148
150318A	00635289
150323A	00635887
150323B	00020485
150323C	00636005
150402A	00020486
150403A	00637044
150407A	00020487
150413A	00637899
150418A	00020489
150423A	00638808
150424A	00638946
150424B	00020498
150428A	00639275
150428B	00639278
150428C	00020503
150430A	00639433
150513A	00640584
150514A	00020510
150518A	00020512
150523A	00020520
150527A	00641698
150530A	00642018
150530B	00020522
150607A	00642620
150608A	00020524
150615A	00643833
150616A	00644259
150622A	00020534
150626A	00646603
150626B	00646786
150627A	00020539
150702A	00020541
150710A	00648437
150710B	00020542
150711A	00648601
150716A	00649157
150720A	00649706
150722A	00649916
150724A	00650141
150724B	00020543
150727A	00650530
150728A	00650617
150801A	00020545
150801B	00650977
150811A	00651882
150817A	00652334
150818A	00652603
150819A	00652643
150821A	00652847
150831A	00653838
150831B	00653978
150901A	00654042
150902A	00020549
150907A	00020552
150907B	00654803
150910A	00655097
150911A	00655262
150912A	00020557
150915A	00655721
150925A	00656604
151001A	00657286
151001B	00657321
151004A	00657564
151006A	00657750
151021A	00660671
151022A	00661036
151023A	00661253
151027A	00661775
151027B	00661869
151029A	00662086
151031A	00662330
151107A	00662757
151111A	00663074
151112A	00663179
151114A	00663490
151118A	00664078
151120A	00020559
151122A	00020560
151127A	00665268
151205A	00666352
151205B	00666378
151205C	00020562
151210A	00666931
151212A	00020570
151215A	00667392
151228B	00668641
151229A	00668689
160101A	00020579
160102A	00020587
160104A	00669319
160113A	00020594
160117A	00670793
160117B	00670800
160119A	00671014
160121A	00671231
160123A	00671447
160127A	00671828
160131A	00672236
160203A	00672525
160206A	00020596
160216A	00673978
160220A	00674670
160220B	00674734
160221A	00020600
160223A	00675361
160223B	00020601
160225A	00675998
160227A	00676423
160228A	00676595
160303A	00677495
160310A	00020602
160313A	00678929
160314A	00679120
160321A	00680017
160325A	00680436
160327A	00680655
160401A	00020603
160408A	00682059
160409A	00020604
160410A	00682269
160411A	00682339
160412A	00682522
160417A	00683076
160419A	00683383
160422A	00020605
160425A	00684098
160501A	00684679
160504A	00685124
160506A	00685245
160509A	00020607
160519A	00686818
160521B	00020615
160525A	00687492
160525B	00687522
160530A	00020617
160601A	00688452
160607A	00689597
160611A	00690598
160612A	00020665
160623A	00020666
160624A	00701288
160625A	00701503
160625B	00020667
160629A	00020676
160630A	00702252
160703A	00702699
160705B	00703176
160709A	00020677
160712A	00704155
160714A	00704310
160716A	00704572
160726A	00706052
160801A	00706871
160804A	00707231
160815A	00708598
160816A	00020685
160821A	00709351
160821B	00709357
160824A	00709765
160825A	00020686
160826A	00709907
160827A	00710050
160829A	00020687
160905A	00711084
160910A	00020695
160912A	00711914
160917A	00712505
160925A	00020701
160927A	00713782
161001A	00714404
161004A	00715084
161004B	00715246
161007A	00716127
161010A	00020702
161011A	00716876
161014A	00717500
161015A	00020703
161017A	00718023
161022A	00718655
161023A	00020709
161104A	00720568
161105A	00720697
161108A	00721234
161109A	00020711
161113A	00722063
161117A	00722604
161117B	00722642
161123A	00020716
161129A	00724438
161202A	00725036
161214B	00726885
161217A	00727167
161218A	00727288
161219B	00727541
161220A	00727610
161224A	00728268
170101A	00729293
170105A	07002893
170111A	00731887
170112A	00732188
170113A	00732526
170115A	00733103
170115B	00020724
170117A	00020728
170121B	00020729
170126A	00735188
170127A	00735326
170127B	00735331
170127C	00020731
170131A	00020738
170202A	00736407
170203A	00736432
170205A	00736843
170206B	00737125
170208A	00737438
170208B	00737463
170209A	00020739
170214A	00020740
170222A	00020741
170306A	00741220
170306B	00020745
170307A	00741528
170311A	00741965
170317A	00742866
170318A	00743065
170318B	00743086
170330A	00744773
170331A	00744791
170405A	00745797
170419A	00748898
170419B	00748947
170424A	00020753
170428A	00750298
170510A	00020762
170516A	00753110
170519A	00753445
170522A	00020771
170524A	00754322
170524B	00020775
170526A	00754549
170531A	00755343
170531B	00755354
170604A	00755867
170607A	00756284
170626A	00758766
170629A	00759159
170705A	00760064
170710A	00761119
170710B	00020777
170711A	00761622
170714A	00762535
170724A	00764204
170728A	00765008
170728B	00765130
170803A	00766081
170804A	00766194
170807A	00766821
170810A	00767284
170813A	00767563
170822A	00768939
170823A	00769177
170827A	00769567
170903A	00770528
170906A	00770957
170906B	00770958
170906C	00770981
170912A	00772006
170912B	00772052
170921A	00773509
171001A	00775553
171004A	00776347
171007A	00777215
171010A	00020778
171010B	00020780
171011A	00778154
171020A	00780845
171027A	00783479
171030A	00020783
171102B	00785510
171103A	00785850
171115A	00790053
171120A	00791201
171123A	00791922
171124A	00020784
171205A	00794972
171209A	00796100
171210A	00020785
171211A	00796469
171212A	00796778
171216A	00797441
171222A	00799669
180102A	00802999
180103A	00020786
180111A	00804692
180113A	00804999
180115A	00805318
180204A	00808483
180205A	00808625
180210A	00020787
180222A	00811235
180224A	00811561
180305A	00020789
180311A	00813721
180314A	00814129
180314B	00814305
180316A	00814677
180324A	00817345
180325A	00817564
180329B	00819490
180331A	00820347
180331B	00820513
180402A	00821103
180404A	00821881
180404B	00821902
180407A	00823001
180409A	00020791
180410A	00824063
180411A	00824451
180418A	00826428
180425A	00828672
180504A	00830822
180510A	00831810
180510B	00831816
180512A	00832119
180514A	00832368
180602A	00835200
180613A	00840853
180614A	00841548
180618A	00842475
180620A	00843122
180620B	00843211
180623A	00844015
180624A	00844192
180626A	00844615
180630A	00845443
180703A	00020797
180704A	00846088
180705A	00846299
180706A	00846395
180709A	00846868
180715A	00848048
180718A	00020802
180718B	00020803
180720B	00848890
180720C	00848932
180721A	00849018
180722A	00020805
180727A	00850231
180728A	00850471
180805A	00851829
180805B	00851855
180806A	00020812
180809A	00020814
180809B	00852553
180812A	00852903
180818A	00853824
180818B	00853882
180821A	00854578
180823A	00855434
180828A	00856977
180829A	00020824
180904A	00859282
180905A	00859421
180914A	00020831
180914B	00020839
180924A	00863186
180925A	00863421
180930A	00864584
181002A	00865036
181003A	00865179
181010A	00866434
181013A	00866783
181016A	00867252
181020A	00867987
181022A	00868312
181023A	00868427
181027A	00868984
181030A	00869494
181103A	00870201
181110A	00871316
181123A	00873178
181123B	00873186
181125A	00873433
181126A	00873539
181201A	00020848
181202A	00874334
181203A	00874475
181213A	00876016
181222B	00020850
181224A	00878911
181225A	00020849
181228A	00879909
190103B	00881709
190106A	00882252
190109A	00882747
190109B	00882809
190110A	00883012
190114A	00883600
190114B	00883818
190114C	00883832
190123A	00885314
190129B	00020852
190202A	00887217
190203A	00887512
190204A	00887579
190211A	00888648
190219A	00889748
190220A	00889785
190305A	00020869
190306A	00020879
190311A	00892607
190320A	00893808
190324A	00894718
190326A	00895006
190331A	00895813
190331B	00020885
190404C	00020887
190422A	00899979
190424A	00900285
190427A	00900730
190501A	00020892
190511A	00903158
190512A	00903357
190515B	00903845
190519A	00904394
190530A	00020893
190531B	00020895
190604B	00906654
190610A	00020896
190611A	00907950
190613A	00908288
190613B	00908329
190627A	00911609
190630B	00912102
190630C	00912239
190701A	00912310
190706B	00913302
190708B	00020898
190714A	00020907
190718A	00915091
190719C	00915381
190727B	00916733
190731A	00020914
190804B	00020916
190805B	00020924
190816A	00920783
190821A	00921722
190823A	00020932
190824A	00922107
190828A	00020941
190828B	00922808
190829A	00922968
190919B	00020948
190926A	00926515
191001A	00020949
191001B	00927345
191004A	00927825
191004B	00927839
191011A	00928924
191016A	00929744
191017B	00929981
191019A	00930285
191024A	00931242
191029A	00932058
191031A	00932435
191031C	00932595
191031D	00932608
191101A	00932742
191106A	00933515
191122A	00938899
191123A	00939079
191130A	00020950
191213A	00944091
191218A	00944916
191220A	00945344
191221B	00945521
191227A	00946344
191228A	00946476
200107B	00948219
200109A	00948361
200115A	00949361
200122A	00950330
200125A	00952164
200127A	00952791
200131A	00953689
200205A	00954304
200205B	00954519
200215A	00956639
200216B	00956824
200219A	00957271
200219C	00020973
200224A	00958141
200227A	00958592
200228B	00958733
200303A	00959431
200306A	00959917
200306C	00960102
200324A	00963260
200325B	00020978
200405B	00020979
200409A	00965484
200410A	00965638
200411A	00965784
200412B	00020981
200416A	00966554
200424A	00020989
200425A	00967774
200509A	00970886
200512A	00971846
200517A	00020993
200519A	00973140
200522A	00973628
200524A	00021001
200528A	00974827
200529A	00974942
200608A	00976692
200612A	00977310
200613A	00021003
200623A	00021005
200625A	00021006
200630A	00980210
200701A	00980421
200709B	00021009
200711A	00981957
200713A	00982201
200714E	00021017
200715A	00021018
200716C	00982707
200723A	00021019
200729A	00984929
200803A	00021021
200806A	00987016
200809B	00021026
200819A	00992099
200826A	00021028
200829A	00993768
200901A	00994143
200901B	00994165
200903A	00994389
200906A	00994856
200907B	00995004
200909B	00995288
200914A	00021033
200917A	00996184
200919A	00996503
200922A	00997024
200925B	00997453
201001A	00998344
201006A	00998907
201008A	00021034
201013A	00999948
201014A	01000255
201015A	01000452
201017A	01000613
201020A	01000926
201020B	00021035
201021C	01001130
201024A	01001514
201026A	01002103
201027A	01002158
201029A	01003002
201103B	00021039
201104A	00021036
201104B	01004168
201105A	01004239
201116A	00021040
201128A	01009679
201128B	00021044
201203A	01010946
201208A	00021405
201209A	01011980
201214A	00021406
201214B	00021407
201216A	00021408
201216C	01013243
201221A	01013852
201221D	01014037
201223A	01014316
201227A	00021410
201229A	01015088
210102B	00021416
210102C	01015728
210104A	01015873
210104B	01015919
210112A	01016881
210204A	00014055
210205A	01030629
210207B	01031297
210209A	01031636
210210A	01031728
210211A	01032024
210212A	01032183
210212B	00021423
210217A	01033264
210218A	01033328
210222B	01034325
210226A	01034721
210305A	01035922
210306A	01035994
210307A	01036139
210308A	01036227
210318A	01037339
210318B	01037335
210321A	01037828
210323A	01038247
210323B	00021426
210402A	01040123
210403A	01040345
210406A	00021427
210410A	01042113
210411C	01042398
210413B	00021428
210419A	01044032
210419C	01044236
210420B	01044382
210421A	01044426
210421B	00021429
210422A	01044678
210430A	01046014
210504A	01046782
210506A	00021430
210509A	01047531
210514A	01048372
210515C	01048618
210517A	01048783
210520A	00021431
210520A	00021440
210520A	00021441
210520A	00021442
210520A	00021443
210520A	00021444
210520A	00021445
210520A	00021446
210520A	00021447
210520A	00021448
210520A	00021449
210520A	00021432
210520A	00021433
210520A	00021434
210520A	00021435
210520A	00021436
210520A	00021437
210520A	00021438
210520A	00021439
210527A	01051453
210605B	00021450
210606A	00021451
210610A	01054627
210610B	01054681
210618A	01056426
210619B	01056757
210622A	00021452
210626A	00021453
210702A	01058804
210704A	00021454
210706A	00021455
210708A	01059460
210712A	01059881
210722A	01061223
210723A	01061284
210724A	01061482
210725A	01061511
210725B	01061554
210726A	01061687
210730A	01062150
210731A	01062336
210802A	00021456
210802A	00021457
210802A	00021458
210802A	00021459
210807A	01064221
210807C	01064421
210818A	01069169
210820A	01069551
210822A	01069788
210824A	01070157
210826A	00021460
210827A	00021461
210901A	01071488
210905A	01071993
210912A	01072990
210919A	01073893
210928A	00014850
210930A	01075565
211018A	00021463
211023B	01080859
211024A	00021465
211024A	00021464
211024B	01081073
211025A	01081113
211106A	00021466
211107B	00021467
211129A	01085430
211207A	01088376
211211A	01088940
211221A	01090472
211223C	01090656
211225B	01090853
211227A	01091101
211229A	00021475
220101A	01091527
220107A	00021476
220107B	00021477
220107B	00021478
220107B	00021479
220117A	01093592
220117B	01093611
220118A	01093742
220218A	01093860
220219B	00021481
220302A	01094950
220305A	01095215
220306B	01095288
220310A	00021482
220310C	00021483
220319A	01098132
220325A	01099310
220403B	01101053
220403C	00021485
220403C	00021484
220404A	01101133
220408A	01101675
220412A	01102281
220412B	01102329
220418B	00021486
220426A	00021487
220426A	00021488
220426A	00021489
220427A	01104343
220430A	01104692
220501A	01104842
220506A	00021490
220506A	00021491
220506A	00021493
220506A	00021494
220506A	00021495
220506A	00021496
220511A	00021498
220514B	00021499
220514B	00021500
220514B	00021501
220514B	00021502
220518A	01107050
220521A	01107466
220527A	00021503
220606B	00021504
220611A	01110090
220617A	00021505
220618A	01110821
220623A	01111672
220627A	00021506
220701A	01114034
220706A	01114937
220708A	01115156
220708B	00021508
220710A	00021509
220711B	01115766
220714B	01116221
220715B	01116441
220730A	01118357
220806A	01119268
220810A	00021511
220810A	00021510
220813A	01120270
220826A	01121751
220831A	00021512
220907A	01123129
220909A	00021513
220921A	00021514
220921A	00021515
220921A	00021516
220921A	00021518
220921A	00021520
220930A	01125809
221006A	00021521
221006A	00021523
221008A	00021525
221008A	00021526
221008A	00021527
221008A	00021528
221009A	01126853
221009A	01126854
221016A	01129775
221017A	00021529
221022A	00021530
221024A	01131029
221027B	01131397
221028A	01131910
221110A	01136936
221120A	01141030
221201A	01142847
221202A	01142997
221206B	00021532
221215A	00021533
221216A	01144698
221226B	01145959
221231A	00021534
230116C	01149250
230116D	01149293
230123A	01150429
230204A	01152509
230204B	00021535
230205A	01152764
230216A	01154815
230217A	01154967
230228A	01156572
230307A	00021537
230307A	00021570
230307A	00021543
230307A	00021544
230307A	00021545
230307A	00021546
230307A	00021563
230307A	00021564
230307A	00021565
230307A	00021566
230307A	00021538
230307A	00021548
230307A	00021549
230307A	00021550
230307A	00021551
230307A	00021557
230307A	00021558
230307A	00021559
230307A	00021560
230307A	00021561
230307A	00021562
230307A	00021539
230307A	00021552
230307A	00021553
230307A	00021554
230307A	00021540
230307A	00021541
230307A	00021542
230307A	00021567
230307A	00021568
230307A	00021569
230322B	01161127
230325A	01161390
230328B	01162001
230405B	01163119
230409B	01163401
230414B	01164180
230420A	01164980
